split,class_label,other_class,is_anchor_class,other_is_anchor,center_l2_distance,min_principal_angle_deg,subspace_overlap_fro,pair_confusion,coupling_distance_angle,coupled_confusion_score
9,1,0,0,1,0.4543787849594317,14.4849565957361,3.298304435686382,60,1.939278489474117,2.8730051695912846
9,1,2,0,0,0.4766583177302151,17.830104677536177,3.109878969150908,54,1.501807799881527,2.0024103998420357
9,1,3,0,0,0.6515759636727184,24.835592744532367,2.584516732368616,21,0.7887435842752889,0.408978154809409
9,1,4,0,1,0.6855382212794625,28.74426700021499,2.4555824770798838,7,0.6477277637038191,0.11195294681300577
9,2,0,0,1,0.5669766916081095,16.49022144757423,2.8297227322351644,45,1.3651605543716523,1.516845060412947
9,2,1,0,0,0.4766583177302151,17.830104677536177,3.109878969150908,54,1.501807799881527,2.0024103998420357
9,2,3,0,0,0.4508960145414731,23.049754452436556,2.956157214167474,56,1.2280971527452982,1.6981096433021405
9,2,4,0,1,0.4276715302712751,24.40223676992574,2.8787552610551903,38,1.2230253166801799,1.14752992676165
9,3,0,0,1,0.7733351109818107,24.517800172631446,2.5957353519812516,31,0.6731722343359927,0.5152676361584142
9,3,1,0,0,0.6515759636727184,24.835592744532367,2.584516732368616,21,0.7887435842752889,0.408978154809409
9,3,2,0,0,0.4508960145414731,23.049754452436556,2.956157214167474,56,1.2280971527452982,1.6981096433021405
9,3,4,0,1,0.4241071628314473,24.67005708666978,2.8831055653794415,43,1.2199152558178863,1.2952186666708423
9,0,1,1,0,0.4543787849594317,14.4849565957361,3.298304435686382,60,1.939278489474117,2.8730051695912846
9,0,2,1,0,0.5669766916081095,16.49022144757423,2.8297227322351644,45,1.3651605543716523,1.516845060412947
9,0,3,1,0,0.7733351109818107,24.517800172631446,2.5957353519812516,31,0.6731722343359927,0.5152676361584142
9,0,4,1,1,0.8119540532660298,27.9822580009799,2.399514811878952,12,0.5617734545355294,0.16645139393645314
9,4,0,1,1,0.8119540532660298,27.9822580009799,2.399514811878952,12,0.5617734545355294,0.16645139393645314
9,4,1,1,0,0.6855382212794625,28.74426700021499,2.4555824770798838,7,0.6477277637038191,0.11195294681300577
9,4,2,1,0,0.4276715302712751,24.40223676992574,2.8787552610551903,38,1.2230253166801799,1.14752992676165
9,4,3,1,0,0.4241071628314473,24.67005708666978,2.8831055653794415,43,1.2199152558178863,1.2952186666708423


