stage,objective,val_acc,val_bal_acc,val_fp,test_acc_at_selection_time,top_k,dim,energy,alphas_json,w,round,split,beam_rank,fixed_val_vs_round1,broken_val_vs_round1,fixed_test_vs_round1,broken_test_vs_round1,temperature,topk_r2,w2,alphas_r2_json
round1_scan,0.8091698163997167,0.7064471879286695,0.7043965296774285,0.07342127451417287,0.6798245614035088,4000,96,0.99,"[0.05, 0.5, 5.0]",0.5,1,0,,,,,,,,,
round1_scan,0.8108230675321898,0.7078189300411523,0.7061822439631429,0.07307997758584522,0.6864035087719298,4000,96,0.99,"[0.05, 0.5, 5.0]",0.6,1,0,,,,,,,,,
round1_scan,0.8206101439280461,0.7160493827160493,0.7160278038087027,0.07108523398271446,0.6864035087719298,4000,96,0.99,"[0.05, 0.5, 5.0]",0.7,1,0,,,,,,,,,
round1_scan,0.8028328347014171,0.700960219478738,0.6991032312661526,0.07482173668109407,0.6820175438596491,4000,96,0.99,"[0.1, 1.0, 10.0]",0.3,1,0,,,,,,,,,
round1_scan,0.8044210488797696,0.7023319615912208,0.7004545826175039,0.07447750260192024,0.6842105263157895,4000,96,0.99,"[0.1, 1.0, 10.0]",0.4,1,0,,,,,,,,,
round1_scan,0.807670297685048,0.7050754458161865,0.7036388983018196,0.07377457191028318,0.6842105263157895,4000,96,0.99,"[0.1, 1.0, 10.0]",0.5,1,0,,,,,,,,,
round1_scan,0.8045694010751845,0.7023319615912208,0.7014389573378337,0.07446010291778467,0.6820175438596491,4000,96,0.99,"[0.1, 1.0, 10.0]",0.6,1,0,,,,,,,,,
round1_scan,0.809326721131087,0.7064471879286695,0.7054457613446378,0.07343327498195554,0.6820175438596491,4000,96,0.99,"[0.1, 1.0, 10.0]",0.7,1,0,,,,,,,,,
round1_scan,0.8346724956547231,0.7283950617283951,0.7266591213220426,0.06803585679945838,0.7280701754385965,6000,48,0.9,"[0.01, 0.1, 1.0]",0.3,1,0,,,,,,,,,
round1_scan,0.8363259817592639,0.7297668038408779,0.728444835607757,0.06768868556943836,0.7214912280701754,6000,48,0.9,"[0.01, 0.1, 1.0]",0.4,1,0,,,,,,,,,
