dataset,repeat,split_id,seed,split_policy,method,variant,lam,sub_dim,eta,tau,smooth_backend,scoring_backend,num_nodes,num_features,num_classes,train_size,val_size,test_size,train_acc,val_acc,test_acc,cg_iters,cg_converged,time_sec,g_0,g_1,g_2,g_3,g_4,error
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,5.0,12,0.0,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.8275862336158752,0.47457626461982727,0.37837839126586914,0.0,True,0.048,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,5.0,12,0.05,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.8275862336158752,0.47457626461982727,0.37837839126586914,0.0,True,0.042,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,5.0,12,0.1,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.8275862336158752,0.47457626461982727,0.37837839126586914,0.0,True,0.072,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,0.5,16,0.0,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.7118644118309021,0.5405405163764954,0.0,True,0.077,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,0.5,16,0.05,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.7118644118309021,0.5405405163764954,0.0,True,0.066,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,0.5,16,0.1,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.9425287246704102,0.7118644118309021,0.5405405163764954,0.0,True,0.093,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,1.0,16,0.0,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.931034505367279,0.6440678238868713,0.4054054021835327,0.0,True,0.071,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,1.0,16,0.05,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.931034505367279,0.6440678238868713,0.4054054021835327,0.0,True,0.071,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,1.0,16,0.1,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.931034505367279,0.6440678238868713,0.4054054021835327,0.0,True,0.054,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,3.0,16,0.0,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.9195402264595032,0.508474588394165,0.4324324429035187,0.0,True,0.053,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,3.0,16,0.05,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.9195402264595032,0.508474588394165,0.4324324429035187,0.0,True,0.064,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,3.0,16,0.1,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.9080459475517273,0.508474588394165,0.4324324429035187,0.0,True,0.061,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,5.0,16,0.0,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.8735632300376892,0.49152541160583496,0.37837839126586914,0.0,True,0.054,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,5.0,16,0.05,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.8735632300376892,0.49152541160583496,0.37837839126586914,0.0,True,0.051,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_dynamic_layer3,5.0,16,0.1,5.0,src_v5_dense_layer1,smooth_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.8735632300376892,0.49152541160583496,0.37837839126586914,0.0,True,0.048,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,8,0.0,5.0,none,raw_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7457627058029175,0.7297297120094299,0.0,True,0.032,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,12,0.0,5.0,none,raw_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7627118825912476,0.7567567825317383,0.0,True,0.029,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,16,0.0,5.0,none,raw_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7796609997749329,0.7297297120094299,0.0,True,0.023,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_dynamic_layer3,0.0,8,0.0,5.0,none,raw_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.042,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_dynamic_layer3,0.0,8,0.05,5.0,none,raw_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.039,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_dynamic_layer3,0.0,8,0.1,5.0,none,raw_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.059,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_dynamic_layer3,0.0,12,0.0,5.0,none,raw_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.055,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_dynamic_layer3,0.0,12,0.05,5.0,none,raw_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.042,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_dynamic_layer3,0.0,12,0.1,5.0,none,raw_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.044,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_dynamic_layer3,0.0,16,0.0,5.0,none,raw_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.7288135886192322,0.6216216087341309,0.0,True,0.053,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_dynamic_layer3,0.0,16,0.05,5.0,none,raw_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.7288135886192322,0.6216216087341309,0.0,True,0.042,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_dynamic_layer3,0.0,16,0.1,5.0,none,raw_dynamic_layer3,183.0,1703.0,5.0,87.0,59.0,37.0,0.9655172228813171,0.7288135886192322,0.6216216087341309,0.0,True,0.042,,,,,,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,8,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7457627058029175,0.7297297120094299,0.0,True,0.046,0.2872,0.5,0.5,0.4598,0.895,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,8,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.07,0.2872,0.5,0.3486,0.5402,0.6713,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,8,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.085,0.2872,0.5,0.3486,0.5402,0.6713,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,8,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7457627058029175,0.7297297120094299,0.0,True,0.055,0.0934,0.5,0.3486,0.3813,0.895,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,8,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.121,0.1397,0.5,0.3486,0.5402,0.6713,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,8,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.113,0.1397,0.5,0.3486,0.5402,0.6713,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,8,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7457627058029175,0.7297297120094299,0.0,True,0.074,0.0934,0.5,0.133,0.2753,0.8067,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,8,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.113,0.0934,0.5,0.133,0.3086,0.3287,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,8,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.086,0.0934,0.5,0.133,0.3086,0.3287,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,8,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7457627058029175,0.7297297120094299,0.0,True,0.083,0.0934,0.5,0.133,0.2443,0.8067,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,8,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.092,0.0614,0.5,0.133,0.3086,0.5,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,8,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7288135886192322,0.6486486196517944,0.0,True,0.094,0.0614,0.5,0.133,0.3086,0.5,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7627118825912476,0.7567567825317383,0.0,True,0.055,0.2872,0.5,0.3486,0.42,0.8067,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,12,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.087,0.2872,0.5,0.3486,0.5,0.5,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,12,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.083,0.2872,0.5,0.3486,0.5,0.5,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7627118825912476,0.7567567825317383,0.0,True,0.056,0.1397,0.5,0.3486,0.3441,0.8067,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,12,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.079,0.1397,0.5,0.3486,0.4598,0.6713,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,12,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.081,0.1397,0.5,0.3486,0.4598,0.6713,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7627118825912476,0.7567567825317383,0.0,True,0.048,0.0934,0.5,0.133,0.2443,0.8067,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,12,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.08,0.0934,0.5,0.133,0.3086,0.3287,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,12,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.074,0.0934,0.5,0.133,0.3086,0.3287,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,12,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7627118825912476,0.7567567825317383,0.0,True,0.051,0.0934,0.5,0.133,0.2158,0.8067,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,12,0.05,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.079,0.0614,0.5,0.133,0.2443,0.5,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,12,0.1,5.0,src_v5_dense_layer1,hasdc_channel_select_suppression,183.0,1703.0,5.0,87.0,59.0,37.0,0.954023003578186,0.7457627058029175,0.6216216087341309,0.0,True,0.076,0.0614,0.5,0.133,0.2443,0.5,
cornell,0,0.0,0.0,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,16,0.0,5.0,src_v5_dense_layer1,hasdc_channel_select_plain_residual,183.0,1703.0,5.0,87.0,59.0,37.0,1.0,0.7796609997749329,0.7297297120094299,0.0,True,0.061,0.2036,0.5,0.2227,0.42,0.6713,
